632.579	131.681	17.8744	-1
634.603	421.618	16.9618	-1
267.059	476.5	17.1247	-1
636	244.5	15.7878	-1
65	293	19.9732	-1
251	184	18.9732	-1
540	417	18.9732	-1
175	151	18.9732	-1
326	49	18.9732	-1
164	366	18.9732	-1
601	198	18.9732	-1
134	62	18.9732	-1
202	351	18.9732	-1
15	318	18.9732	-1
136	195	18.9732	-1
162	30	18.9732	-1
41	101	18.9732	-1
190	188	18.9732	-1
270	37	18.9732	-1
592	124	18.9732	-1
529	158	19.9732	-1
213	388	18.9732	-1
352	435	18.9732	-1
509	245	18.9732	-1
385	347	18.9732	-1
139	155	18.9732	-1
86	224	18.9732	-1
131	337	16.9732	-1
476	237	18.9732	-1
557	207	18.9732	-1
467	271	18.9732	-1
153	233	18.9732	-1
614	363	18.9732	-1
625.722	472.5	14.7835	-1
158	268	18.9732	-1
543	247	18.9732	-1
455	141	19.9732	-1
148	103	18.9732	-1
436	68	18.9732	-1
280	390	18.9732	-1
443	230	17.9732	-1
171	403	19.9732	-1
299	16	18.9732	-1
49	413	18.9732	-1
206	465	18.9732	-1
536	43	18.9732	-1
250	222	18.9732	-1
169	67	18.9732	-1
315	402	18.9732	-1
98	352	18.9732	-1
284	444	19.9732	-1
99	185	18.9732	-1
605	59	18.9732	-1
498	409	18.9732	-1
44	14	18.9732	-1
126	27	17.9732	-1
470	435	18.9732	-1
565	159	18.9732	-1
76	105	17.9732	-1
128	371	18.9732	-1
459	371	18.9732	-1
81	419	16.9732	-1
287	214	18.9732	-1
58	370	18.9732	-1
255	265	18.9732	-1
431	395	18.9732	-1
404	296	18.9732	-1
318	436	17.9732	-1
523	378	18.9732	-1
571	461	18.9732	-1
51	335	18.9732	-1
197	429	19.9732	-1
605	233	19.9732	-1
285	180	17.9732	-1
441	300	18.9732	-1
215	160	18.9732	-1
569	55	18.9732	-1
362	398	17.9732	-1
428	34	18.9732	-1
549	315	17.9732	-1
99	309	18.9732	-1
574	348	17.9732	-1
397	466	18.9732	-1
89	386	18.9732	-1
194	318	17.9732	-1
506	446	19.9732	-1
116	279	18.9732	-1
400	71	18.9732	-1
581	422	18.9732	-1
26	278	18.9732	-1
235	52	18.9732	-1
112	437	18.9732	-1
465	45	18.9732	-1
216	117	18.9732	-1
22	356	18.9732	-1
302	295	18.9732	-1
393	382	18.9732	-1
382	29	18.9732	-1
324	200	18.9732	-1
375	214	18.9732	-1
289	261	18.9732	-1
358	145	18.9732	-1
284	74	18.9732	-1
539	282	18.9732	-1
223	282	18.9732	-1
592	302	18.9732	-1
425	116	18.9732	-1
504	340	18.9732	-1
119	244	18.9732	-1
78	24	18.9732	-1
14	389	17.9732	-1
135	410	17.9732	-1
515	200	18.9732	-1
391	424	18.9732	-1
557	100	18.9732	-1
161	306	17.9732	-1
560	380	17.9732	-1
594	267	18.9732	-1
246	142	18.9732	-1
352	179	18.9732	-1
291	353	18.9732	-1
482	79	19.9732	-1
245	374	18.9732	-1
253	88	17.9732	-1
12	238	14.8885	-1
386	173	18.9732	-1
418	329	18.9732	-1
479	309	19.9732	-1
15	129	18.9732	-1
606	397	18.9732	-1
14	424	19.9732	-1
290	147	17.9732	-1
114	116	18.9732	-1
54	254	18.9732	-1
323	138	18.9732	-1
354	303	18.9732	-1
423	440	18.9732	-1
189	283	18.9732	-1
240	313	18.9732	-1
256	419	18.9732	-1
514	98	18.9732	-1
370	93	18.9732	-1
540	348	17.9732	-1
205	33	18.9732	-1
637.5	212	14.0802	-1
463	195	18.9732	-1
198	87	18.9732	-1
453	334	18.9732	-1
46	143	18.9732	-1
395	244	18.9732	-1
217	238	17.9732	-1
186	221	17.9732	-1
87	258	17.9732	-1
52	49	18.9732	-1
237	447	17.9732	-1
351	347	18.9732	-1
515	307	18.9732	-1
323	368	18.9732	-1
159	438	18.9732	-1
336	83	18.9732	-1
189	10	13.7152	-1
78	71	17.9732	-1
259	342	18.9732	-1
611	447	18.9732	-1
491	174	18.9732	-1
360	57	18.9732	-1
614	329	18.9732	-1
32	193	18.9732	-1
87	139	18.9732	-1
624	284	18.9732	-1
410	203	18.9732	-1
52	220	17.9732	-1
274	116	18.9732	-1
324	323	18.9732	-1
47	448	18.9732	-1
308	106	18.9732	-1
373	272	18.9732	-1
455	101	18.9732	-1
385	124	18.9732	-1
342	256	17.9732	-1
412	149	18.9732	-1
68	169	18.9732	-1
433	176	18.9732	-1
535	125	17.9732	-1
315	235	18.9732	-1
142	469	19.9732	-1
8	20	19.9732	-1
455	11	18.9732	-1
73	472	18.7715	-1
9	177	10.9752	-1
535	5	20.9732	-1
333	478.5	17.0075	-1
522	478.5	16.0079	-1
434	475	19.9732	-1
23	474	19.9732	-1
636	77	19.9732	-1
486	477	19.9732	-1
242.5	1	15.5323	-1
486	1.5	14.0802	-1
