446.0	454.0	17.6915	0
404.0	461.0	17.7389	0
462.0	403.0	18.8516	0
88.0	421.0	18.8516	0
30.0	122.0	31.7602	2
454.0	368.0	19.8516	1
497.444	274.314	17.7192	0
153.0	356.0	18.8516	1
625.0	249.0	18.8516	0
306.0	281.0	18.9486	0
625.0	214.0	17.9486	0
436.0	337.0	18.8516	0
153.0	320.0	18.8516	0
419.0	367.0	18.8516	0
593.0	221.0	19.8516	0
37.0	296.0	30.9892	2
465.0	293.0	19.9486	0
88.0	322.0	19.9486	0
282.0	249.0	19.9486	1
624.0	281.0	17.9486	0
488.0	377.0	19.9486	0
77.0	220.0	17.8516	0
213.0	468.5	16.7109	0
26.0	348.0	20.9486	2
387.0	354.0	18.8516	0
470.0	330.0	19.9486	0
151.0	389.0	19.9486	0
75.0	256.0	20.9486	0
398.0	321.0	18.9486	0
495.0	412.0	19.9486	0
125.0	145.0	18.9486	1
384.0	431.0	19.9486	0
428.0	303.0	18.9486	0
406.0	401.0	20.9486	1
64.0	26.0	18.9486	0
104.0	66.0	19.9486	0
622.0	316.0	19.9486	0
545.0	52.0	18.9486	0
180.0	410.0	19.9486	0
165.0	62.0	18.9486	0
528.0	254.0	16.8516	2
108.0	234.0	18.9486	0
592.0	293.0	19.9486	0
183.0	374.0	19.9486	0
466.0	255.0	19.9486	0
308.0	224.0	19.9486	0
121.0	303.0	19.9486	0
142.0	114.0	19.9486	0
525.0	397.0	19.9486	0
37.0	384.0	18.9486	0
122.0	338.0	18.9486	0
620.0	351.0	18.9486	0
528.0	290.0	19.9486	0
527.0	363.0	17.9486	0
619.0	146.0	19.8516	0
435.0	423.0	17.9486	0
62.0	358.0	16.9486	0
588.0	329.0	18.9486	0
558.0	346.0	19.9486	0
596.0	183.0	15.8516	0
616.0	386.0	18.9486	0
497.0	309.0	19.9486	0
595.0	258.0	16.8516	0
529.0	326.0	19.9486	0
45.0	235.0	17.9486	0
561.0	245.0	20.8516	0
588.0	365.0	19.9486	0
524.0	432.0	17.9486	0
501.0	345.0	18.9486	0
557.0	381.0	19.9486	0
341.0	165.0	18.9486	0
554.0	415.0	19.9486	0
534.0	469.0	13.9486	0
591.0	85.0	14.8516	0
181.0	307.0	11.9486	0
120.0	381.0	14.9486	0
155.0	277.0	14.9486	0
90.0	287.0	17.9486	0
112.0	266.0	13.8516	0
167.0	91.0	13.9486	0
561.0	209.0	14.8516	0
165.0	31.0	14.9486	0
345.0	316.0	12.9486	0
35.0	37.0	12.9486	1
94.0	26.0	13.9486	0
189.0	447.0	14.9486	0
625.0	183.0	11.5762	0
564.0	280.0	12.9486	0
363.0	454.0	13.9486	0
405.0	170.0	13.9486	0
101.0	162.0	13.9486	0
278.0	282.0	13.9486	0
78.0	393.0	12.9486	0
378.0	383.0	13.9486	0
89.0	354.0	13.9486	0
101.0	199.0	15.8516	0
167.0	132.0	12.9486	0
504.0	239.0	13.9486	0
189.0	37.0	13.9486	0
585.0	394.0	13.9486	0
57.0	331.0	13.9486	0
428.0	188.0	9.94861	0
556.0	76.0	9.85163	0
530.0	228.0	10.8516	0
565.0	312.0	13.9486	0
305.0	372.0	10.9486	0
442.0	271.0	10.9486	0
187.0	5.0	19.9486	1
637.0	405.0	11.579	0
635.789	120.947	12.3713	0
