637	383	15.6678	0	
632.5	205	16.4558	0	
636	345	18.8802	0	
630	56	18.8802	0	
222	179	17.8905	0	
75	475	17.8905	0	
637	126	19.6325	0	
375	81	17.8905	0	
488	81	16.6319	0	
469	363	17.8905	0	
335	193	16.6319	0	
251	404	16.6319	1	
626	262	17.8905	0	
600	15	17.8905	0	
297	279	15.6124	0	
287	244	17.8905	0	
235	217	17.8905	0	
135	375	17.8905	0	
83	246	17.8905	0	
213	109	17.8905	0	
274	24	18.8802	1	
399	228	18.8802	0	
188	142	17.8905	0	
490	171	17.8905	0	
116	181	16.6319	0	
609	455	16.6319	0	
362	286	17.8905	0	
87	211	17.8905	0	
399	391	16.9292	1	
326	300	17.8905	1	
104	343	17.8905	0	
380	9	18.8802	0	
125	213	17.8905	0	
392	424	16.6319	0	
327	227	17.8905	0	
110	472	18.8802	0	
613	298	17.8905	0	
70	348	16.6319	0	
493	135	17.8905	0	
331	154	18.8802	0	
462	108	17.8905	0	
446	328	17.8905	0	
613	166	18.8802	0	
83	177	17.8905	0	
173	283	17.8905	0	
417	303	17.8905	0	
141	65	17.8905	0	
172	467	17.8905	0	
563	241	17.8905	1	
328	264	17.8905	0	
154	242	17.8905	0	
111	148	17.8905	0	
253	254	17.8905	0	
279	383	17.8905	1	
181	75	17.8905	0	
113	308	17.8905	0	
247	437	16.6319	0	
300	463	16.6319	0	
365	399	17.8905	0	
79	315	17.8905	0	
191	248	17.8905	0	
44	317	16.6319	0	
234	58	17.8905	0	
394	114	18.8802	0	
348	363	15.6124	0	
185	356	17.8905	0	
221	268	17.8905	1	
331	335	17.8905	0	
590	199	17.8905	0	
193	212	17.8905	0	
552	20	17.8905	0	
499	295	17.8905	0	
535	171	18.8802	0	
149	171	17.8905	0	
611	88	17.8905	1	
561	52	16.6319	0	
571	167	17.8905	0	
158	204	17.8905	0	
365	323	17.8905	0	
148	307	16.6319	1	
205	386	17.8905	0	
184	37	18.8802	0	
566	276	17.8905	0	
94	278	17.8905	0	
369	181	17.8905	0	
529	273	17.8905	0	
183	178	17.8905	1	
574	445	17.8905	0	
172	109	17.8905	0	
600	348	17.8905	0	
258	339	17.8905	0	
280	425	17.8905	0	
265	288	17.8905	0	
427	420	18.8802	0	
523	331	17.8905	0	
605	232	18.8802	0	
315	371	16.6319	0	
487	329	17.8905	0	
362	216	17.8905	0	
254	97	17.8905	1	
232	140	18.8802	0	
144	342	17.8905	0	
381	361	17.8905	0	
292	150	17.8905	0	
292	312	17.8905	0	
456	400	17.8905	0	
483	262	17.8905	0	
489	472	18.8802	0	
179	323	17.8905	0	
412	39	17.8905	0	
360	251	17.8905	0	
459	143	17.8905	0	
101	47	17.8905	0	
453	289	16.6319	0	
139	448	19.6325	1	
98	438	17.8905	0	
447	205	17.8905	0	
415	192	17.8905	0	
182	422	17.8905	0	
145	413	17.8905	0	
123	115	17.8905	0	
267	465	16.6319	1	
371	43	17.8905	0	
465	46	17.8905	0	
118	247	17.8905	0	
597	418	17.8905	0	
76	142	16.6319	0	
594	54	17.8905	0	
218	419	17.8905	0	
292	346	17.8905	0	
218	346	17.8905	0	
111	405	17.8905	0	
169	388	17.8905	1	
441	171	16.6319	0	
392	266	17.8905	0	
330	67	17.8905	0	
600	132	18.8802	0	
408	337	17.8905	0	
42	61	17.8905	0	
514	419	17.8905	0	
446	473	18.8802	0	
242	371	17.8905	0	
520	106	17.8905	0	
270	64	17.8905	1	
426	370	17.8905	0	
567	120	17.8905	1	
597	383	17.8905	0	
537	136	17.8905	0	
202	450	16.6319	0	
120	17	17.8905	0	
415	455	17.8905	0	
30	150	17.8905	0	
559	407	17.8905	0	
505	202	17.8905	0	
60	285	17.8905	0	
500	47	17.8905	0	
449	242	17.8905	0	
283	116	17.8905	0	
63	32	17.8905	0	
360	129	17.8905	2	
110	82	18.8802	0	
426	268	17.8905	0	
48	180	17.8905	0	
428	104	17.8905	1	
239	310	17.8905	0	
73	408	17.8905	0	
315	432	17.8905	0	
389	152	18.8802	0	
444	74	17.8905	0	
72	79	17.8905	0	
139	275	17.8905	0	
35	353	17.8905	0	
151	137	17.8905	0	
88	110	17.8905	0	
29	209	17.8905	0	
570	327	17.8905	0	
341	25	17.8905	0	
350	431	16.6319	0	
25	14	18.8802	0	
38	419	17.8905	0	
566	367	17.8905	1	
577	84	17.8905	0	
91	377	17.8905	0	
525	452	17.8905	0	
49	239	17.8905	0	
14	300	17.8905	0	
467	443	18.8802	0	
57	379	16.6319	0	
63	443	17.8905	0	
490	394	17.8905	0	
537	215	17.8905	0	
205	300	18.8802	0	
534	381	17.8905	0	
513	18	14.871	0	
309	93	17.8905	0	
375	454	17.8905	0	
50	121	17.8905	0	
510	238	17.8905	0	
295	194	18.8802	0	
24	387	17.8905	0	
30	268	17.8905	0	
270	174	14.871	0	
330	401	17.8905	1	
29	94	17.8905	0	
505	362	17.8905	0	
41	473	18.8802	0	
542	80	17.8905	0	
544	304	17.8905	0	
476	221	16.6319	1	
335	461	17.8905	0	
15	446	17.8905	0	
427.273	9.09091	16.8889	0	
86.3636	7.27273	15.7391	0	
