638	359	13.5517	0
604	477	15.6171	0
630	417	17.9086	0
223	253	16.6388	0
635	456	18.8797	0
335	341	16.6388	0
193	226	17.9086	0
470	465	16.6388	0
152	93	17.9086	0
29	325	16.6388	0
349	410	16.6388	0
195	157	17.9086	0
373	383	16.6388	0
471	369	16.6388	0
358	150	17.9086	0
219	186	16.6388	0
534	335	19.5953	0
330	306	17.9086	0
353	256	16.6388	0
229	328	17.9086	0
182	124	17.9086	0
487	226	17.9086	0
230	76	17.9086	0
187	260	16.6388	0
421	79	16.6388	0
302	335	16.6388	0
340	375	17.9086	0
122	151	16.6388	0
544	371	17.9086	0
193	326	16.6388	0
154	248	16.6388	0
211	291	17.9086	0
292	303	16.6388	0
476	403	16.6388	0
484	291	16.6388	0
165	389	16.6388	0
265	334	17.9086	0
331	121	17.9086	0
137	25	17.9086	0
364	288	16.6388	0
248	439	16.6388	0
563	293	16.6388	0
185	190	16.6388	0
94	345	17.9086	0
216	423	16.6388	0
461	117	16.6388	0
81	100	17.9086	0
626	132	17.9086	0
31	358	16.6388	0
382	195	19.5953	0
164	353	17.9086	0
518	69	17.9086	0
89	230	16.6388	0
231	218	16.6388	0
291	127	16.6388	0
192	91	17.9086	0
510	409	16.6388	0
263	50	17.9086	0
198	361	17.9086	0
513	181	17.9086	0
429	461	17.9086	0
393	312	16.6388	0
66	199	17.9086	0
477	23	17.9086	0
452	224	16.6388	0
480	191	16.6388	0
143	282	16.6388	0
129	342	18.8797	0
393	104	17.9086	0
510	375	17.9086	0
118	213	16.6388	0
253	124	16.6388	0
377	60	17.9086	0
617	382	16.6388	0
591	134	17.4395	0
571	465	16.6388	0
382	416	16.6388	0
427	114	17.9086	0
448	50	18.8797	0
335	33	17.9086	0
203	455	16.6388	0
175	294	17.9086	0
416	209	16.6388	0
315	405	17.9086	0
543	406	16.6388	0
232	30	17.9086	0
568	256	18.8797	0
274	16	17.9086	0
603	243	17.5548	0
446	190	17.9086	0
392	139	17.9086	0
145	126	16.6388	0
1	395	16.6388	0
497	259	17.9086	0
102	37	17.9086	0
419	426	16.6388	0
389	265	16.6388	0
146	419	16.6388	0
267	156	16.6388	0
119	247	16.6388	0
348	222	17.9086	0
343	66	16.6388	0
253	187	17.9086	0
229	151	17.9086	0
459	259	18.8797	0
394	451	17.9086	0
437	362	17.9086	0
302	239	16.6388	0
571	327	17.9086	0
62	331	16.6388	0
182	420	17.9086	0
112	76	17.9086	0
286	269	17.9086	0
588	402	17.9086	0
532	256	17.9086	0
601	100	17.9086	0
299	42	17.9086	0
344	1	16.6388	0
496	327	17.9086	0
521	218	17.9086	0
102	443	17.9086	0
505	466	16.6388	0
487	436	16.6388	0
407	387	17.9086	0
443	15	17.9086	0
275	92	20.9943	0
547	32	17.9086	0
360	96	17.9086	0
78	65	17.9086	0
613	305	16.6388	0
412	168	17.9086	0
453	433	17.9086	0
134	453	16.6388	0
132	379	17.9086	0
251	273	17.9086	0
284	423	18.8797	0
425	327	18.8797	0
15	18	16.8083	0
550	165	16.6388	0
526	102	16.6388	0
512	30	17.9086	0
534	135	16.6388	0
317	204	17.9086	0
315	87	17.9086	0
78	407	17.9086	0
411	46	17.9086	0
292	178	16.6388	0
493	97	17.9086	0
7	53	18.8797	0
221	111	17.9086	0
638	42	19.5953	0
93	11	13.6134	0
197	56	17.9086	0
31	432	18.8797	0
368	335	16.6388	0
347	184	17.9086	0
113	409	16.6388	0
423	245	17.9086	0
475	157	16.6388	0
611	208	17.9086	0
48	106	16.6388	0
420	281	17.9086	0
34	396	17.9086	0
451	293	16.6388	0
316	153	17.9086	0
198	21	17.9086	0
86	307	16.6388	0
246	405	16.6388	0
57	289	16.6388	0
159	214	17.9086	0
43	466	16.6388	0
65	33	16.6388	0
33	179	17.9086	0
548	198	16.6388	0
566	431	16.6388	0
323	455	23.9757	0
382	25	17.9086	0
103	277	16.6388	0
115	110	17.9086	0
104	181	17.9086	0
396	354	17.9086	0
390	231	17.9086	0
604	339	17.9086	0
579	365	17.9086	0
121	308	17.9086	0
55	233	16.6388	0
259	239	17.9086	0
67	440	17.9086	0
238	363	17.9086	0
443	147	17.9086	0
159	158	17.9086	0
89	135	17.9086	0
280	211	17.9086	0
531	440	18.8797	0
441	399	18.8797	0
554	1	15.7982	0
638	89	19.5953	0
216	390	15.7982	0
169	453	17.9086	0
28	213	16.6388	0
460	83	17.9086	0
8	154	17.9086	0
500	132	17.9086	0
16	121	16.6388	0
618	272	16.6388	0
270	379	17.9086	0
80	478	19.5953	0
98	379	15.7982	0
485	57	17.9086	0
139	185	17.9086	0
19	86	17.9086	0
142	60	17.9086	0
35	260	17.9086	0
278	459	16.6388	0
43	144	17.9086	0
580	183	17.9086	0
304.15	370.653	17.5228	0
74	261	16.6388	0
168	39	16.6388	0
63	373	19.5953	0
361	443	17.9086	0
561	113	18.8797	0
575	220	17.9086	0
24	293	16.6388	0
552	78	17.9086	0
608	65	18.8797	0
50	10	12.8058	0
72	165	18.8797	0
42	59	17.9086	0
607	163	17.9086	0
575	53	17.9086	0
10	269	11.8522	0
601	26	18.8797	0
354.5	475.5	16.1713	0
601	442	17.9086	0
537.5	475	17.2736	0
249.5	473	16.7751	0
3	461	18.8797	0
636.167	181.5	17.0167	0
636.5	225	14.5025	0
114.5	476.5	15.0147	0
3.7	194	15.6983	0
633.5	326	16.1303	0
634	293.5	14.5025	0
408	6	16.2857	0
4.14286	232.5	16.2899	0
623.5	5	15.4929	0
589	1	13.39	0
1.7	360.5	14.9524	0
308.5	1.5	12.8853	0
1	428	16.48	0
