358	313	17.6257	0	
210	237	17.6257	0	
596	468	18.6106	0	
89	43	17.6257	0	
211	272	17.6257	0	
562	466	17.6257	0	
294	22	17.6257	0	
634	312	19.7615	0	
401	85	17.6257	0	
325	351	18.6106	0	
399	180	17.6257	0	
114	223	17.6257	0	
92	77	17.6257	0	
258	90	17.6257	1	
327	279	18.6106	0	
142	253	17.6257	0	
45	393	17.6257	0	
456	277	17.6257	0	
10	279	17.6257	0	
526	463	18.6106	0	
103	109	17.6257	0	
447	311	17.3094	1	
338	244	17.6257	0	
283	55	17.6257	0	
364	278	18.6106	1	
104	147	18.6106	0	
410	406	17.6257	1	
55	46	17.6257	0	
252	272	17.6257	0	
106	257	17.6257	0	
276	395	17.6257	0	
319	67	17.6257	1	
305	428	17.6257	0	
480	308	17.6257	0	
352	56	17.6257	0	
407	146	17.6257	0	
365	347	17.6257	0	
496	53	17.6257	0	
302	245	17.6257	0	
205	138	17.6257	0	
76	422	17.6257	0	
291	277	17.6257	1	
147	422	18.6106	0	
136	333	17.6257	0	
30	105	17.6257	0	
386	51	17.6257	0	
55	80	17.6257	0	
223	306	17.6257	0	
318	314	17.6257	1	
135	127	17.6257	0	
310	211	17.6257	0	
141	288	17.6257	0	
422	52	18.6106	0	
372	148	17.6257	0	
612	433	17.6257	0	
236	120	17.6257	0	
150	28	17.6257	0	
259	175	17.6257	0	
292	364	17.6257	0	
109	446	17.6257	0	
253	23	18.6106	1	
225	167	17.6257	0	
145	161	17.6257	1	
351	212	16.7891	0	
543	237	17.6257	0	
248	238	16.7891	0	
162	356	17.6257	0	
107	291	16.7891	0	
340	414	17.6257	0	
177	455	17.6257	0	
540	271	17.6257	0	
199	104	17.6257	0	
577	433	18.6106	0	
217	75	17.6257	1	
287	331	17.6257	0	
243	206	16.7891	0	
17	68	17.6257	0	
625	139	17.6257	0	
211	449	17.6257	0	
129	191	17.6257	0	
477	343	17.6257	0	
366	89	17.6257	0	
87	388	18.6106	2	
515	393	17.6257	0	
342	116	17.6257	0	
429	437	17.6257	0	
387	374	17.6257	0	
