52	437	17.8444	0	
181	477	18.7511	0	
170	310	17.8444	0	
339	406	17.8444	0	
205	94	17.4212	2	
172	409	16.9868	0	
500	226	17.8444	0	
206	410	17.8444	0	
90	209	17.8444	0	
210	376	16.9868	1	
306	384	16.9868	0	
100	81	17.8444	0	
362	235	17.8444	0	
557	343	17.8444	0	
252	191	16.9868	0	
364	32	17.8444	0	
244	258	16.9868	0	
302	350	17.8444	0	
241	405	17.8444	0	
360	67	17.8444	0	
582	371	15.7815	0	
63	236	17.8444	0	
550	468	17.8444	0	
343	269	17.8444	0	
20	246	17.8444	0	
231	439	17.8444	0	
120	52	17.8444	0	
218	126	17.8444	0	
504	411	17.8444	0	
293	225	17.8444	0	
458	344	18.7511	0	
64	168	17.8444	0	
91	337	17.8444	0	
253	128	16.9868	0	
111	477	17.8444	1	
361	445	16.9868	0	
57	202	17.8444	0	
332	334	16.9868	0	
638	380	18.7511	0	
177	375	17.8444	1	
412	103	17.8444	0	
149	125	17.8444	0	
562	191	17.8444	0	
262	287	16.9868	0	
349	167	17.8444	0	
278	34	17.8444	0	
259	68	16.9868	0	
196	444	17.8444	0	
413	267	17.8444	0	
144	384	16.9868	0	
389	200	17.8444	0	
259	459	17.8444	0	
516	377	17.8444	0	
472	250	16.9868	0	
577	301	17.8444	0	
343	101	16.9868	0	
416	332	17.8444	0	
329	138	17.8444	0	
35	28	17.8444	0	
368	380	16.9868	0	
183	128	17.8444	0	
155	160	17.8444	0	
75	109	17.8444	0	
539	408	17.8444	0	
327	444	17.8444	0	
550	376	16.9868	1	
528	441	16.9868	0	
426	300	17.8444	0	
360	313	17.8444	0	
45	334	17.8444	0	
328	301	17.8444	0	
8	85	17.8444	0	
329	225	17.8444	0	
85	371	17.8444	0	
99	176	18.7511	0	
355	201	17.8444	1	
290	318	16.9868	0	
110	114	17.8444	1	
277	255	16.9868	0	
186	341	17.8444	0	
428	364	17.8444	0	
241	223	17.8444	1	
596	192	17.8444	1	
206	312	17.8444	0	
273	99	16.9868	0	
87	142	17.8444	0	
270	424	17.8444	0	
327	72	16.9868	0	
273	389	17.8444	0	
152	350	17.8444	0	
52	136	17.8444	0	
462	23	17.8444	0	
286	191	17.8444	0	
296	286	17.8444	0	
391	298	17.8444	0	
489	319	17.8444	0	
178	244	17.8444	0	
398	70	17.8444	0	
29	395	17.8444	0	
118	362	17.8444	0	
82	274	17.8444	0	
98	243	17.8444	0	
425	457	16.9868	0	
322	191	17.8444	0	
18	426	16.9868	0	
10	326	18.7511	0	
24	212	16.9868	0	
363	348	16.9868	0	
239	97	17.8444	0	
221	344	17.8444	0	
336	369	17.8444	0	
51	367	16.9868	0	
304	417	17.8444	0	
477	384	17.8444	0	
174	33	17.8444	0	
134	88	17.8444	1	
73	15	16.5124	0	
458	451	17.8444	0	
133	187	17.8444	0	
17	360	17.8444	0	
442	86	17.8444	0	
67	75	16.9868	0	
427	51	17.8444	0	
377	267	17.8444	0	
36	63	17.8444	0	
158	215	17.8444	0	
634	282	16.9872	0	
197	274	17.8444	0	
169	96	18.7511	0	
122	147	17.8444	0	
138	298	16.9868	0	
48	268	17.8444	0	
125	329	16.9868	0	
